salesperson,transaction_count,total_sales,average_sale_price,total_commission,average_commission_rate,first_sale_date,last_sale_date
William Jones,5,154066.0,30813.2,14897.17,0.0918,2022-05-26,2023-03-28
Jennifer Hayes,5,153800.0,30760.0,16114.14,0.1095,2022-08-23,2023-02-09
Timothy Jones,4,153557.0,38389.25,13899.18,0.0865,2022-06-05,2022-12-26
Sarah Campbell,4,153370.0,38342.5,13378.4,0.0861,2022-06-01,2023-04-12
Gregory Smith,5,153311.0,30662.2,16007.24,0.093,2022-07-19,2023-02-27
Jessica Davis,5,153250.0,30650.0,15972.16,0.107,2022-06-01,2023-05-01
Michelle Anderson,4,153124.0,38281.0,16371.43,0.1089,2023-01-12,2023-03-29
Lisa Jones,5,152836.0,30567.2,15425.05,0.1034,2022-06-25,2023-01-04
Christina Smith,5,152687.0,30537.4,17156.88,0.108,2022-08-26,2023-04-29
Jessica Cook,4,152447.0,38111.75,15371.98,0.1061,2022-09-06,2023-03-19
Matthew Wilson,5,152389.0,30477.8,16701.76,0.1056,2022-06-15,2023-04-11
Lisa Baker,5,152073.0,30414.6,18755.14,0.1229,2022-05-28,2022-09-15
Mary Thomas,6,152072.0,25345.33,12415.6,0.0899,2022-08-25,2023-02-03
Mary Harrison,4,151739.0,37934.75,12238.45,0.0843,2022-11-19,2023-03-28
Thomas Davis,4,151621.0,37905.25,14150.06,0.0957,2022-05-07,2022-11-22
John Jackson,5,151552.0,30310.4,11149.91,0.0725,2022-10-16,2023-01-31
Jason Richardson,4,151531.0,37882.75,15092.26,0.096,2022-06-23,2023-04-04
Melissa Hall,4,150857.0,37714.25,16795.2,0.1053,2022-05-29,2022-11-14
Jason Hernandez,4,150732.0,37683.0,18618.95,0.1132,2022-05-21,2022-11-01
Brittany Brown,5,150463.0,30092.6,16418.54,0.1044,2022-06-07,2023-01-10
Julie Brown,6,150337.0,25056.17,19171.83,0.1232,2022-05-25,2023-03-14
Scott Brown,5,150246.0,30049.2,15446.55,0.1046,2022-08-27,2023-04-04
Daniel Morales,4,150110.0,37527.5,13265.8,0.0908,2022-06-09,2023-04-25
Jonathan Brown,5,149447.0,29889.4,15765.58,0.109,2022-05-12,2023-03-02
Shawn Johnson,5,149317.0,29863.4,18628.37,0.1126,2022-08-15,2023-02-06
Michelle Jones,5,149074.0,29814.8,16751.21,0.1132,2022-06-03,2022-11-28
Sandra Brown,4,148939.0,37234.75,15826.39,0.1031,2022-12-23,2023-04-11
Michael Ramirez,5,148852.0,29770.4,13043.46,0.09,2022-05-30,2022-12-22
Jennifer Lee,4,148713.0,37178.25,13702.25,0.0927,2022-05-12,2023-04-08
David Gonzalez,5,148677.0,29735.4,12638.49,0.0946,2022-05-18,2023-04-07
Teresa Rodriguez,4,148542.0,37135.5,13796.08,0.0894,2022-06-27,2022-12-15
Laura Martinez,4,148440.0,37110.0,16751.47,0.1131,2022-06-05,2023-04-25
Kelly Allen,4,148384.0,37096.0,18622.12,0.1211,2022-05-06,2022-12-04
Joseph Miller,6,148161.0,24693.5,11721.22,0.0842,2022-06-05,2023-03-30
Joshua Lee,4,147988.0,36997.0,13431.81,0.0965,2022-06-10,2023-01-06
Patrick Miller,4,147961.0,36990.25,14724.09,0.0981,2022-09-07,2023-01-26
David Garcia,5,147828.0,29565.6,15872.08,0.1043,2022-06-03,2023-03-16
Jennifer Torres,4,147643.0,36910.75,11401.34,0.0843,2022-06-04,2023-01-03
Kimberly Hernandez,5,147556.0,29511.2,15124.97,0.0993,2022-05-27,2023-05-01
Paul Miller,5,147507.0,29501.4,10710.42,0.0812,2022-06-19,2023-03-07
Elizabeth Davis,5,147447.0,29489.4,14894.33,0.1034,2022-05-24,2023-03-16
Michael Wilson,7,147322.0,21046.0,12642.95,0.0852,2022-06-03,2023-04-22
Jason Brown,5,147308.0,29461.6,10886.37,0.08,2022-07-26,2023-03-15
Matthew Sanchez,4,146898.0,36724.5,15164.23,0.0938,2022-07-21,2023-03-27
Michael Clark,5,146659.0,29331.8,14514.95,0.105,2022-06-12,2023-03-09
Melissa Garcia,4,146621.0,36655.25,15287.28,0.1028,2022-05-04,2023-03-29
Heather Johnson,5,146594.0,29318.8,15773.96,0.1062,2022-07-16,2023-04-14
Stephanie Johnson,5,146559.0,29311.8,15141.68,0.1035,2022-08-14,2023-04-07
Christopher Ramirez,4,146326.0,36581.5,19368.34,0.1323,2022-05-13,2023-04-19
Aaron Brown,5,146315.0,29263.0,13254.48,0.0947,2022-07-11,2023-03-25
Brittany Johnson,4,145794.0,36448.5,15275.64,0.1024,2022-05-27,2023-04-22
Joseph Garcia,5,145750.0,29150.0,16680.23,0.1112,2022-06-04,2023-03-15
Michael James,5,145672.0,29134.4,18112.77,0.1179,2022-09-02,2023-02-07
Ashley Jones,5,145618.0,29123.6,14536.46,0.0993,2022-12-02,2023-04-17
John Davis,5,145616.0,29123.2,15544.21,0.1101,2022-08-07,2023-04-01
Thomas Hall,4,145431.0,36357.75,14365.88,0.1005,2022-06-30,2023-02-06
Anthony Davis,4,145421.0,36355.25,11253.4,0.0883,2022-05-08,2023-04-08
Megan Harris,5,145266.0,29053.2,18446.79,0.1254,2022-11-03,2023-04-10
Michael Robinson,6,145225.0,24204.17,12202.34,0.083,2022-05-28,2023-04-01
Michael Phillips,4,145077.0,36269.25,15636.45,0.108,2022-07-22,2022-12-13
Jennifer Sanders,5,144896.0,28979.2,13351.41,0.0964,2022-07-24,2023-03-06
David Scott,5,144888.0,28977.6,15654.49,0.1028,2022-06-16,2023-04-29
James Clark,4,144634.0,36158.5,13377.92,0.084,2022-05-30,2022-11-09
Kimberly Nelson,4,144627.0,36156.75,12545.5,0.0854,2022-10-06,2023-02-02
Anthony Long,4,144583.0,36145.75,15104.01,0.1024,2022-07-08,2022-12-21
Patricia Miller,5,144442.0,28888.4,12442.33,0.0936,2022-05-27,2023-02-03
Ryan Young,5,144388.0,28877.6,18254.06,0.1217,2022-06-10,2023-02-28
Lori Brown,5,144226.0,28845.2,15612.84,0.1127,2022-06-13,2023-04-14
Daniel Martin,5,144107.0,28821.4,15177.75,0.1031,2022-05-03,2023-03-21
William Johnson,4,144036.0,36009.0,10980.61,0.0782,2022-10-14,2023-03-23
Charles Johnson,5,143890.0,28778.0,11624.23,0.0795,2022-08-19,2023-03-09
Michael Perry,5,143864.0,28772.8,15792.42,0.1092,2022-05-02,2022-12-10
James Ramirez,4,143861.0,35965.25,12214.03,0.0874,2022-06-29,2023-03-17
Stephanie Robinson,5,143812.0,28762.4,17365.85,0.1104,2022-05-09,2023-04-18
Michael Patel,5,143788.0,28757.6,11916.76,0.081,2022-10-19,2023-04-19
Joseph Stephens,4,143704.0,35926.0,15263.58,0.1116,2022-08-07,2023-04-21
John Johnston,5,143506.0,28701.2,16120.58,0.1051,2022-05-11,2023-02-16
David Hammond,4,143143.0,35785.75,14892.31,0.0979,2023-01-08,2023-04-23
William Rodriguez,5,143084.0,28616.8,11218.59,0.0793,2022-07-27,2023-01-28
John Jones,6,142928.0,23821.33,15429.03,0.1078,2022-06-11,2023-04-25
Lori Smith,4,142814.0,35703.5,16904.91,0.1224,2022-09-12,2023-03-31
Thomas Jones,4,142784.0,35696.0,14208.87,0.1004,2022-07-01,2023-04-17
Matthew Moore,5,142504.0,28500.8,11491.54,0.0905,2022-08-27,2023-03-08
Paul Rodriguez,4,142497.0,35624.25,12732.63,0.0897,2022-07-14,2023-04-09
Ashley Sampson,4,142436.0,35609.0,13050.97,0.093,2022-12-10,2023-04-01
Eric Jones,4,142250.0,35562.5,12465.19,0.0864,2022-05-14,2022-08-07
Jamie Lee,4,142236.0,35559.0,18258.57,0.1258,2022-05-14,2023-04-04
Susan Clark,4,142196.0,35549.0,16579.03,0.1118,2022-05-29,2023-02-12
Justin Smith,4,142077.0,35519.25,14704.6,0.098,2022-07-24,2023-04-21
Lisa Miller,4,141823.0,35455.75,14257.76,0.0953,2022-05-06,2022-10-31
Mark Davis,6,141692.0,23615.33,14378.77,0.1014,2022-06-03,2023-01-31
Lisa Martinez,5,141616.0,28323.2,14418.95,0.0889,2022-12-04,2023-03-07
Anthony Williams,4,141522.0,35380.5,15119.82,0.103,2022-11-18,2023-04-23
Michael Campbell,5,141444.0,28288.8,12621.91,0.0869,2022-06-18,2023-03-27
James Hall,4,141420.0,35355.0,13969.3,0.0956,2022-06-06,2023-03-01
John Clark,5,141379.0,28275.8,15364.22,0.1001,2022-05-03,2023-04-07
Jennifer Diaz,4,141280.0,35320.0,16965.19,0.1196,2022-07-28,2023-02-26
Ryan Mitchell,4,140648.0,35162.0,15000.91,0.1088,2022-05-19,2022-12-05
Amanda Thompson,5,140519.0,28103.8,13116.42,0.1042,2022-06-18,2023-03-23
Amanda Miller,6,140362.0,23393.67,15113.82,0.1107,2022-06-04,2023-02-10
Taylor Smith,5,140223.0,28044.6,16124.27,0.1101,2022-07-10,2023-03-01
Courtney Smith,4,139672.0,34918.0,14470.68,0.1068,2022-06-17,2023-03-01
Nicole Moore,4,139454.0,34863.5,16684.72,0.1206,2022-11-13,2023-03-05
Emily Garcia,4,139282.0,34820.5,12914.39,0.0888,2022-06-06,2022-10-31
Amanda Jones,6,139250.0,23208.33,11729.56,0.0782,2022-05-14,2023-04-28
James Sanchez,4,139248.0,34812.0,13786.15,0.1024,2022-08-18,2023-04-25
Andrew Butler,4,139144.0,34786.0,13409.45,0.1013,2022-10-27,2023-04-20
Eric Hernandez,4,138952.0,34738.0,10892.84,0.0765,2023-01-22,2023-04-19
Taylor Johnson,4,138849.0,34712.25,15641.08,0.114,2022-05-07,2022-12-21
Sara Hernandez,4,138828.0,34707.0,15795.93,0.1175,2022-07-11,2023-04-30
Sarah Rodriguez,5,138809.0,27761.8,16782.77,0.1083,2022-05-23,2023-04-27
Thomas Brown,4,138679.0,34669.75,12612.89,0.0893,2022-07-05,2023-03-27
Elizabeth Brown,4,138593.0,34648.25,13253.84,0.0979,2022-06-17,2023-04-13
Daniel Thomas,6,138574.0,23095.67,13937.99,0.1001,2022-05-22,2022-11-22
Amy Brown,4,138476.0,34619.0,13699.34,0.1018,2022-05-10,2023-04-24
Timothy Wilson,5,138402.0,27680.4,10750.47,0.0831,2022-07-30,2023-03-03
Christina Mitchell,4,138076.0,34519.0,13410.76,0.1026,2022-10-15,2023-04-20
Amber Smith,5,138036.0,27607.2,12033.36,0.0897,2022-05-16,2023-03-13
Crystal Smith,4,137883.0,34470.75,12697.89,0.0925,2022-11-22,2023-01-21
Michelle Garcia,5,137864.0,27572.8,13065.48,0.0967,2022-05-08,2022-10-12
Christopher Wilson,5,137543.0,27508.6,12270.4,0.0879,2022-08-27,2023-01-29
Kim Harris,3,137436.0,45812.0,17740.08,0.1284,2022-07-30,2023-02-08
Christopher Peterson,4,137004.0,34251.0,15372.85,0.1126,2022-08-28,2023-04-14
David Martin,4,136983.0,34245.75,14424.71,0.1072,2022-09-18,2023-04-21
Amy Lopez,4,136755.0,34188.75,14441.03,0.1105,2022-06-28,2023-01-08
Andrew Williams,5,136330.0,27266.0,12793.66,0.0938,2022-06-12,2022-10-14
John Roberts,4,136257.0,34064.25,12645.17,0.0998,2022-10-14,2023-03-30
Joseph Wilson,4,136186.0,34046.5,16675.75,0.1226,2022-08-12,2023-04-16
Sarah Johnson,6,136033.0,22672.17,12715.25,0.0952,2022-06-02,2023-02-28
Mary Brown,5,135925.0,27185.0,14424.83,0.1029,2022-10-03,2023-03-03
Travis Smith,3,135832.0,45277.33,16882.08,0.1244,2022-12-30,2023-03-06
Mary Williams,4,135758.0,33939.5,14015.82,0.0963,2022-05-11,2023-03-02
Sarah Jenkins,4,135731.0,33932.75,13729.22,0.1063,2022-08-09,2023-04-29
Jeffery Williams,3,135503.0,45167.67,15747.69,0.114,2023-02-01,2023-03-13
John Martin,5,135465.0,27093.0,13881.66,0.0942,2022-07-03,2023-03-11
Julie Cook,4,135332.0,33833.0,14706.84,0.1007,2022-05-21,2023-01-31
Kyle Williams,4,135243.0,33810.75,13759.59,0.0981,2022-08-02,2023-01-14
Valerie Smith,4,135028.0,33757.0,14047.96,0.1063,2022-11-01,2023-01-03
Stephen Hernandez,3,134938.0,44979.33,10918.31,0.0799,2022-09-20,2022-12-01
Michelle Smith,3,134747.0,44915.67,13780.81,0.1006,2022-11-18,2023-03-22
Adrian Jones,4,134602.0,33650.5,11385.64,0.0828,2022-08-15,2023-04-01
Steven Thomas,4,134501.0,33625.25,15131.56,0.113,2022-08-10,2023-01-19
Thomas Williams,4,134476.0,33619.0,10727.82,0.0793,2022-06-17,2023-04-09
Jessica Turner,4,134391.0,33597.75,10220.78,0.0742,2022-05-26,2023-03-08
Jennifer Rogers,5,134209.0,26841.8,12942.01,0.0889,2022-05-07,2023-04-25
David Nelson,5,133809.0,26761.8,14514.96,0.1205,2022-10-22,2023-04-16
Stephanie Anderson,4,133774.0,33443.5,14802.91,0.1011,2022-05-07,2023-02-21
Jessica Thompson,4,133701.0,33425.25,13808.82,0.0999,2022-05-18,2022-11-19
Lisa Hernandez,4,133636.0,33409.0,17737.73,0.1303,2022-10-11,2023-03-05
Brandi Smith,4,133329.0,33332.25,14148.91,0.103,2022-11-19,2023-04-06
Mary Hernandez,4,133245.0,33311.25,14579.01,0.1122,2022-05-18,2022-11-19
Shannon Brown,3,133231.0,44410.33,11552.69,0.0921,2022-06-20,2022-08-08
Brittany Nelson,3,133149.0,44383.0,15078.22,0.1126,2022-09-11,2022-12-31
John Mcdonald,3,133096.0,44365.33,13816.87,0.1031,2022-10-22,2023-03-31
Julie Moore,4,133086.0,33271.5,13350.62,0.0993,2022-07-22,2023-04-30
Steven Johnson,6,132950.0,22158.33,13463.44,0.1029,2022-05-01,2023-04-14
David Stewart,3,132843.0,44281.0,13659.19,0.1019,2022-08-05,2022-12-17
Kimberly Martinez,4,132660.0,33165.0,14260.35,0.0939,2022-05-10,2023-04-22
Sara Johnson,4,132546.0,33136.5,14291.48,0.1091,2022-08-06,2023-04-22
Nicholas Moore,4,132395.0,33098.75,13379.66,0.0998,2022-07-22,2023-04-03
Brian Cook,4,132174.0,33043.5,11622.47,0.0893,2022-07-13,2023-04-18
Rachel Johnson,4,132148.0,33037.0,13083.49,0.105,2022-05-31,2023-02-09
Elizabeth White,5,132001.0,26400.2,11671.83,0.0939,2022-05-26,2023-01-25
Edward Moore,4,131964.0,32991.0,15404.76,0.1163,2022-06-27,2022-12-06
Jessica Hernandez,3,131954.0,43984.67,11583.26,0.0888,2022-08-15,2022-10-09
Jason Hall,4,131906.0,32976.5,12759.93,0.0976,2022-05-22,2023-03-25
Samuel Rodriguez,4,131849.0,32962.25,10324.98,0.0847,2022-08-16,2023-04-15
Christopher Meyer,4,131701.0,32925.25,16008.7,0.1296,2022-08-13,2022-12-29
Lisa Lowe,4,131603.0,32900.75,14245.08,0.1171,2022-09-27,2023-03-05
Matthew Davis,6,131603.0,21933.83,12015.15,0.0864,2022-06-11,2023-02-17
David Murphy,4,131494.0,32873.5,12725.7,0.0991,2022-06-21,2023-03-25
David Jackson,5,131488.0,26297.6,11134.67,0.084,2022-06-18,2023-03-31
Emily Reynolds,4,131474.0,32868.5,14922.94,0.1028,2022-07-11,2023-04-14
Monica King,3,131362.0,43787.33,14251.88,0.1062,2022-07-15,2023-04-26
Angela Davis,5,131067.0,26213.4,12107.52,0.0946,2022-06-06,2023-01-12
Daniel Green,4,130914.0,32728.5,15501.8,0.121,2022-05-27,2023-01-24
Brenda Davis,4,130909.0,32727.25,13033.34,0.0947,2022-06-29,2023-02-02
Michael Ellis,5,130850.0,26170.0,11923.82,0.0957,2022-06-04,2023-04-21
James Evans,5,130555.0,26111.0,14758.53,0.1079,2022-09-15,2023-05-01
Shawn James,3,130447.0,43482.33,13602.17,0.104,2022-05-21,2023-01-23
Michael Harris,5,130274.0,26054.8,11889.44,0.0931,2022-05-19,2023-04-09
Sarah Miller,5,130116.0,26023.2,16950.25,0.1291,2022-08-26,2023-04-07
Timothy Hernandez,5,130090.0,26018.0,16135.26,0.1184,2022-06-28,2023-03-02
Christopher Burns,4,130081.0,32520.25,16755.52,0.1295,2022-06-19,2023-01-26
Lisa Young,4,129969.0,32492.25,12735.8,0.0917,2022-05-29,2023-03-29
Daniel Reed,4,129954.0,32488.5,15979.5,0.1221,2022-09-03,2023-04-26
Michael Hicks,4,129724.0,32431.0,11662.71,0.0946,2022-05-29,2023-03-20
Barbara Smith,4,129712.0,32428.0,11484.41,0.0927,2022-05-08,2023-02-12
Lisa Garcia,4,129702.0,32425.5,12601.56,0.0944,2022-07-24,2022-12-12
Sharon Johnson,3,129530.0,43176.67,12500.47,0.0956,2022-05-03,2023-04-29
David Mcdonald,4,129510.0,32377.5,12527.92,0.0941,2022-07-26,2023-03-19
Olivia Smith,4,129172.0,32293.0,13851.69,0.1094,2022-09-07,2023-04-01
Scott Jones,4,129053.0,32263.25,10675.54,0.083,2022-06-19,2023-02-24
Amy Mitchell,4,128854.0,32213.5,12025.96,0.0968,2022-05-22,2023-03-15
James Morgan,3,128851.0,42950.33,13002.49,0.1,2022-06-18,2022-11-21
Michael Wilkinson,3,128850.0,42950.0,15180.77,0.113,2022-08-31,2023-04-10
Kelli Johnson,3,128805.0,42935.0,9645.93,0.0735,2022-07-14,2023-04-13
James Thomas,4,128788.0,32197.0,11288.48,0.087,2022-12-21,2023-04-29
Matthew Thompson,5,128696.0,25739.2,14296.44,0.1148,2022-05-31,2023-03-22
Robert Martin,5,128672.0,25734.4,12013.54,0.0958,2022-11-15,2023-04-10
Elizabeth Miller,4,128593.0,32148.25,14106.73,0.1035,2022-06-06,2023-02-18
Nicole Lopez,3,128579.0,42859.67,11153.69,0.0899,2022-11-30,2023-04-28
Keith Murphy,3,128564.0,42854.67,13524.18,0.1062,2022-06-12,2023-01-12
Jessica Brown,5,128519.0,25703.8,12798.67,0.0941,2022-05-12,2023-03-12
Benjamin Jones,3,128494.0,42831.33,10730.85,0.082,2023-02-07,2023-03-26
Steven Brown,4,128398.0,32099.5,13910.85,0.1073,2022-07-22,2023-03-28
Elizabeth Garcia,4,128114.0,32028.5,14840.66,0.1125,2022-06-10,2023-03-31
Karen Smith,5,127931.0,25586.2,13198.6,0.1026,2022-09-25,2023-04-04
Christopher Foster,4,127648.0,31912.0,10630.83,0.0917,2022-07-10,2023-04-16
Andrea Rodriguez,3,127612.0,42537.33,13644.39,0.1091,2022-07-15,2023-02-21
Travis Williams,3,127606.0,42535.33,13407.7,0.1058,2022-09-08,2022-11-19
James Dixon,4,127486.0,31871.5,16843.69,0.1292,2022-10-12,2023-03-17
Kimberly Anderson,3,127301.0,42433.67,12290.27,0.0939,2022-07-26,2023-04-14
Rachel Moore,4,127253.0,31813.25,13009.65,0.1011,2022-06-07,2023-03-24
Christine Miller,3,127182.0,42394.0,10692.35,0.0817,2022-05-27,2023-04-21
Mark Johnson,4,127180.0,31795.0,9941.45,0.0857,2022-05-23,2023-03-27
Elizabeth Perez,4,127139.0,31784.75,13918.05,0.11,2022-05-03,2023-04-19
Jessica Miller,4,127103.0,31775.75,15156.04,0.1179,2022-07-14,2022-10-15
Christopher Perez,4,127098.0,31774.5,13062.76,0.1037,2022-07-03,2023-01-09
Brian Harris,3,127059.0,42353.0,11320.51,0.0872,2022-08-18,2022-10-14
Joseph Davis,5,127052.0,25410.4,15867.63,0.1217,2022-07-07,2023-01-08
Brian Sanchez,4,127019.0,31754.75,12914.55,0.1006,2022-08-08,2023-01-17
Timothy Johnson,4,127000.0,31750.0,14185.6,0.1017,2022-06-04,2023-03-04
Brian Miller,4,126933.0,31733.25,10761.69,0.0865,2022-08-27,2023-04-13
Susan Lee,4,126897.0,31724.25,10838.32,0.0846,2022-05-08,2023-03-27
Sarah Brown,4,126880.0,31720.0,13389.43,0.1023,2022-07-09,2023-02-02
Steven Reyes,4,126834.0,31708.5,12258.54,0.0888,2022-07-30,2023-04-30
Kathleen Jones,4,126713.0,31678.25,11374.44,0.0911,2022-11-05,2023-03-09
Carl Wilson,4,126704.0,31676.0,15362.35,0.1249,2022-06-20,2023-02-12
Robert Allen,3,126690.0,42230.0,13321.62,0.1057,2022-05-03,2023-03-03
Laurie Rodriguez,3,126688.0,42229.33,9485.87,0.0737,2022-10-01,2022-10-24
Tina Perez,3,126627.0,42209.0,14841.13,0.1142,2022-05-08,2023-04-27
Kelly Ramos,3,126580.0,42193.33,9034.94,0.0713,2022-12-11,2023-01-23
Jason Rodriguez,4,126563.0,31640.75,12371.86,0.0977,2022-06-14,2023-04-26
Cynthia Williams,4,126553.0,31638.25,11445.01,0.0862,2022-10-02,2023-04-18
Charles Hernandez,4,126540.0,31635.0,12300.68,0.095,2022-09-26,2023-01-13
John Moore,6,126462.0,21077.0,14756.25,0.1183,2022-07-29,2023-04-26
Michael Brooks,4,126460.0,31615.0,13141.37,0.1046,2022-05-01,2023-04-25
Karen Thompson,5,125968.0,25193.6,11096.27,0.1026,2022-06-25,2023-03-28
Michael Torres,6,125770.0,20961.67,11719.63,0.0993,2022-07-01,2023-03-20
Tracy Johnson,4,125621.0,31405.25,16614.42,0.1325,2022-07-09,2022-11-25
Elizabeth Allen,4,125620.0,31405.0,13298.42,0.106,2022-07-30,2023-04-24
Charles Phillips,3,125569.0,41856.33,8085.68,0.0641,2022-06-24,2023-01-14
Joshua Thomas,4,125552.0,31388.0,15568.85,0.1183,2022-07-10,2023-04-06
Angela Smith,5,125466.0,25093.2,7842.85,0.0711,2022-07-21,2023-02-19
Joshua Davis,3,125443.0,41814.33,8789.92,0.0702,2022-05-09,2023-04-04
Megan Smith,6,125376.0,20896.0,13764.52,0.1129,2022-05-15,2023-04-28
Stephanie Thomas,3,125265.0,41755.0,9156.82,0.075,2023-01-11,2023-04-18
David Thomas,4,125219.0,31304.75,15590.22,0.1202,2022-06-21,2023-04-03
Jennifer Robinson,5,125201.0,25040.2,11810.77,0.0903,2022-06-14,2023-01-22
Eric Kim,3,125075.0,41691.67,8634.91,0.0676,2022-11-07,2023-02-25
Wendy Smith,4,125019.0,31254.75,10258.86,0.0861,2022-05-09,2023-02-19
Heather Smith,3,124983.0,41661.0,16590.15,0.13,2023-02-05,2023-03-28
Ashley Thomas,3,124925.0,41641.67,10989.72,0.0849,2022-07-02,2023-04-01
Joshua Reynolds,3,124892.0,41630.67,10102.41,0.0773,2022-05-01,2023-04-24
Brian Brown,4,124846.0,31211.5,11397.42,0.0917,2022-05-06,2023-03-22
John Torres,3,124763.0,41587.67,12264.7,0.0952,2022-05-08,2023-03-13
Michael Swanson,3,124755.0,41585.0,13056.58,0.1061,2022-08-10,2023-04-08
Kevin Robinson,4,124675.0,31168.75,11096.57,0.0955,2022-05-03,2023-04-07
Robert Crawford,3,124662.0,41554.0,11518.97,0.096,2022-06-13,2023-03-14
John Gonzalez,4,124660.0,31165.0,14845.28,0.1135,2022-08-31,2023-03-14
Angela Martinez,4,124645.0,31161.25,10133.75,0.0817,2022-05-27,2023-01-24
David Wallace,3,124299.0,41433.0,13576.3,0.1123,2022-11-30,2023-04-15
Michael Park,4,124286.0,31071.5,12595.76,0.0976,2022-05-22,2023-03-27
Melissa Wilson,4,124254.0,31063.5,13456.83,0.1074,2022-07-29,2023-02-10
Robert Kennedy,3,124178.0,41392.67,12158.9,0.0954,2022-08-11,2023-04-12
Rebecca Johnson,5,124136.0,24827.2,12383.89,0.0847,2022-06-11,2023-04-24
Joseph Rodriguez,5,124005.0,24801.0,14093.76,0.1077,2022-07-04,2022-11-26
Haley Smith,3,123963.0,41321.0,11889.33,0.0917,2022-08-16,2022-11-28
Timothy Smith,4,123908.0,30977.0,10954.04,0.0852,2022-08-20,2023-03-30
Barbara White,4,123908.0,30977.0,9543.16,0.0831,2022-05-03,2023-03-17
Michelle Walker,3,123870.0,41290.0,13704.07,0.1107,2022-09-03,2023-03-04
Mark Henry,3,123600.0,41200.0,10291.87,0.0828,2022-07-02,2023-03-27
Jonathan Lewis,3,123543.0,41181.0,10722.86,0.0858,2022-11-23,2023-02-21
Karen Wilson,4,123519.0,30879.75,11824.01,0.0987,2022-06-24,2023-04-17
James Franklin,3,123519.0,41173.0,10151.64,0.083,2022-05-03,2022-08-05
Kimberly Adams,5,123329.0,24665.8,11882.01,0.0935,2022-08-28,2023-04-07
William Lopez,4,123231.0,30807.75,11396.09,0.0979,2022-11-25,2023-04-25
Kenneth Davis,4,123225.0,30806.25,13610.95,0.1069,2022-08-16,2023-04-05
Ryan Brown,5,123208.0,24641.6,10166.2,0.0957,2022-11-19,2023-03-30
Brian Sanders,3,123158.0,41052.67,16024.58,0.1312,2022-06-17,2022-08-18
Jacob Johnson,4,123024.0,30756.0,15965.93,0.1307,2022-09-24,2023-03-18
Tiffany Williams,3,122999.0,40999.67,14084.9,0.1076,2022-05-23,2022-12-04
Brian Johnson,6,122970.0,20495.0,12820.14,0.1044,2022-06-17,2023-02-28
Michael Ford,3,122915.0,40971.67,10670.76,0.0851,2022-06-30,2022-11-26
Joseph Thomas,5,122881.0,24576.2,13935.21,0.1139,2022-05-25,2023-04-30
Thomas Romero,3,122865.0,40955.0,12567.53,0.1098,2022-05-29,2022-07-31
Robert Roberts,4,122767.0,30691.75,12237.77,0.1004,2022-05-12,2022-12-05
Jason Davis,4,122710.0,30677.5,11438.85,0.0884,2022-07-24,2023-01-25
Jennifer Green,3,122588.0,40862.67,7367.72,0.0628,2022-06-15,2023-04-22
Andrew Brown,3,122575.0,40858.33,9428.29,0.076,2022-08-13,2023-03-29
Samantha Smith,4,122482.0,30620.5,14978.97,0.1261,2022-07-03,2023-02-01
Jessica Baker,3,122473.0,40824.33,12922.45,0.1037,2022-08-07,2023-01-07
Brandon Wright,3,122376.0,40792.0,10514.54,0.0879,2022-06-27,2023-04-14
Jessica Hall,4,122369.0,30592.25,11763.71,0.0985,2022-06-10,2023-04-25
Michael Reyes,4,122364.0,30591.0,12232.07,0.0946,2022-05-19,2023-01-03
James Garcia,5,122333.0,24466.6,11589.52,0.0933,2022-08-08,2023-02-28
Jonathan Miller,4,122319.0,30579.75,12228.73,0.1058,2022-07-25,2022-11-30
Tammy Wright,4,122272.0,30568.0,10597.44,0.0871,2022-05-03,2022-12-13
Michael Rodriguez,6,122227.0,20371.17,13111.58,0.1037,2022-05-18,2023-04-14
Joseph Wheeler,3,122148.0,40716.0,11916.01,0.1024,2022-06-02,2023-02-12
Joseph Wood,4,122082.0,30520.5,11222.53,0.0927,2022-07-28,2023-04-19
Melissa Rodriguez,5,122042.0,24408.4,12001.47,0.0971,2022-05-28,2023-01-05
Amy Nelson,4,122024.0,30506.0,11685.6,0.0944,2022-05-24,2023-03-18
Robert Lopez,3,121859.0,40619.67,12907.88,0.1025,2022-06-13,2023-01-21
Patricia Sullivan,3,121727.0,40575.67,11918.58,0.0967,2022-05-08,2023-03-25
Robert Jones,5,121720.0,24344.0,10399.52,0.0849,2022-11-15,2023-04-08
John Lewis,5,121687.0,24337.4,11067.42,0.0951,2022-07-24,2023-02-14
